,Full Username,Date of Tweet,Number of Replies,Total Engagements,cleaned tweet,sentiment text,sentiment_prob,tags,outlier_merged,merged_label,merged_description
745,@lakaas123,2025-08-22,0,0.0," When you encounter a well-established man, his track record speaks volumes. His business achievements in Lagos highlight his stature.   His recent BRT project, the second in Nigeria after Lagos, underscores his impact. A true Lagos boy! Congratulations, Mr. Governor! ",positive,0.968541443,LEGAL,4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
746,@Pain0_Chocolaat,2025-08-21,1,2.0," I knew people in Lagos were mad when they started reserving seats in BRT for their friends ""on the way"" ",negative,0.725808382,OTHERS,5,Commuter Experience: Daily Challenges & Frustrations,"This topic captures the daily grind of BRT commuters: long queues, delays, discomfort, and the sheer mental and physical toll of Lagos public transport. It reflects a sentiment of struggle and resignation, with expressions of tiredness and frustration dominating the narrative."
747,@Anazodoeche,2025-08-19,0,3.0," Funny thing is, this is even better.   Look out for the Red, Old BRT vehicles that are so dilapidated. It's a sorry state and that they still ply Lagos roads is a mirage. The Governor is so terrible when it comes to the public transport system. His commissioner is also a joke. ",negative,0.798076153,"VEHICLE, LEGAL",-1,Noise,Noise
748,@Demi_Anomaly,2025-08-19,2,2.0, I feel like or rather I'm a fool for this mistake. E come be like say I be jjc for Lagos. Entered the wrong bus. Was meant to be heading back to Ajah but I got into the wrong BRT and landed in Ikorodu. Lmao. I dey laugh myself gan.  ,negative,0.853037834,OTHERS,3,"Accidents, Fires & Operational Safety Failures","This cluster focuses on BRT-related accidents, bus fires, collisions, and emergency incidents. It emphasizes operational risks, driver conduct, vehicle maintenance, and emergency response. The tone is largely alarmist and incident-driven, reinforcing perceptions of safety vulnerabilities in the system."
749,@OlakunleDosunmu,2025-08-19,1,171.0, Has the Lagos state government reversed the suspension of brt lane on odo iya alaro bridge? ,neutral,0.897472322,LEGAL,0,"BRT Lane Enforcement, Traffic Policy & Road Governance","This topic clusters official announcements, news reports, and citizen reactions concerning the enforcement or suspension of BRT lane restrictions—especially on Eko Bridge and Odo Iya-Alaro. It reflects tensions between traffic congestion management, road repairs, enforcement practices, and allegations of extortion by task forces and police. The discourse blends policy communication with everyday commuter frustrations."
750,@eniiola1,2025-08-18,0,1.0," Lagos BRT, implemented by Bola Ahmed Tinubu, has been copied by Enugu state. Let's wait to see any project Naanuu implemented that outlived his government    PeterObi AishaYesufu show workings ",negative,0.539308667,OTHERS,4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
751,@AyinlaSaad,2025-08-19,0,21.0," A Legend who built schs. Built Eko Atlantic. build IPP that generates 270MW electricity. created extra 36 LCDAs. Free WAEC. Took IGR from N600m to N7B, Free Health Care. Built Lekki Trade Zone. Created LAWMA, LASEPA, LWC & Lagos BRT scheme.   PBAT, on his mandate remain. ",positive,0.684747577,LEGAL,4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
752,@ndekekwe,2025-08-19,8,182.0," Join me to congratulate the fastest growing fintech company in Africa - Touch & Pay (TAP) - as Enugu State joins the Cowry card network, with Ije Card. TAP is the largest microtransaction payment company in Africa and the company which powers Lagos State BRT card system. Most ",positive,0.920897782,OTHERS,6,"Market Decongestion, Enforcement & Land Disputes","This topic details official efforts to clear illegal traders from BRT stations and public spaces, focusing on environmental enforcement, task force operations, and associated arrests. It also touches on land disputes and protests against government actions related to BRT infrastructure."
753,@toyosky4real,2025-08-18,0,0.0," This is managed by Femadec, the same company handling Lagos BRT.   Good news  ",positive,0.934062183,NEWS,-1,Noise,Noise
754,@yeancah19,2025-08-18,0,0.0," If you like call it AAA, the fact remains that its a lagos BRT template.   Even the card usage. ",neutral,0.557988584,OTHERS,6,"Market Decongestion, Enforcement & Land Disputes","This topic details official efforts to clear illegal traders from BRT stations and public spaces, focusing on environmental enforcement, task force operations, and associated arrests. It also touches on land disputes and protests against government actions related to BRT infrastructure."
755,@Benking443,2025-08-17,4,60.0, The head of the maintinance crew for all the BRT buses in Enugu is Yoruba Lagos man. Very excellent in his work & disciplined.   I met him in person and he's loved by the drivers.   He was also in charge of training of their training. Very strict too   Na only mumu dey do bigotry ,positive,0.91134727,"STAFF, LEGAL",9,Fintech & Payment Systems (Cowry Card),"This topic highlights the integration of technology in BRT services, specifically the Cowry Card payment system. Discussions include its efficiency, ease of use, and occasional issues like card errors or insufficient balance, alongside mentions of fintech companies powering these systems."
756,@ClassyDeka1,2025-08-10,6,32.0," This is actually my second time boarding a BRT bus in Lagos. Not a bad experience though, I hope they maintain this standard for a long time. ",positive,0.578315556,OTHERS,11,Vehicle & Driver Behavior (Recklessness & Maintenance),"This topic focuses on the conduct of BRT drivers (e.g., over-speeding, recklessness), the condition of the buses (e.g., poor maintenance, lack of AC), and the safety implications. It also covers incidents involving BRT vehicles hitting pedestrians or other vehicles due to perceived negligence."
757,@yomiable,2025-08-10,1,4.0, Talk about Yoruba vision and leadership  Moving from a dilapidated federal government slum to a Tinubu Lagos  Mega city  That is why building institutions is more than mouth  BRT Tinubu  Lekki Deep sea Port Tinubu  Lekki Epe toll gate Tinubu  Lekki corridor openings by building interlocking roads Tinubu  IPP Tinubu  Lagos security bonds  Free WAEC  Eko Atlantic  Post the resume of your fraud if e sure for you ,positive,0.522194922,OTHERS,4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
758,@lollypeezle,2025-08-10,14,201.0, I remember this yellow BRT that year. Tinubu really changed Lagos  ,positive,0.71415168,OTHERS,4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
759,@timiPR,2025-08-09,2,18.0, A brt bus developed a fault at the exit of the car parked I parked and there was a standstill for 3 hours. Got to the car park around 3:30 am and left around 7am. Slept off multiple times on Lagos ibadan express holding the steering cos I didn't sleep overnight. Traffic control ,negative,0.793643534,"VEHICLE, DELAY",3,"Accidents, Fires & Operational Safety Failures","This cluster focuses on BRT-related accidents, bus fires, collisions, and emergency incidents. It emphasizes operational risks, driver conduct, vehicle maintenance, and emergency response. The tone is largely alarmist and incident-driven, reinforcing perceptions of safety vulnerabilities in the system."
